,parti,abstention,contre,pour,vote_uid
0,La République en Marche,0.0,52.0,2.0,VTANR5L15V2424
1,Les Républicains,3.0,0.0,11.0,VTANR5L15V2424
2,Mouvement Démocrate,0.0,2.0,1.0,VTANR5L15V2424
3,Parti socialiste,0.0,0.0,9.0,VTANR5L15V2424
4,"Union des démocrates, radicaux et libéraux",0.0,0.0,4.0,VTANR5L15V2424
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V1187
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V1187
2,La République en Marche,0.0,48.0,0.0,VTANR5L15V1187
3,Les Républicains,6.0,0.0,0.0,VTANR5L15V1187
4,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V1187
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V1187
6,Parti communiste français,0.0,0.0,4.0,VTANR5L15V1187
7,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1187
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V3018
1,La République en Marche,0.0,36.0,11.0,VTANR5L15V3018
2,Les Républicains,0.0,10.0,0.0,VTANR5L15V3018
3,Mouvement Démocrate,0.0,7.0,0.0,VTANR5L15V3018
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V3018
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V3018
6,Parti socialiste,0.0,0.0,6.0,VTANR5L15V3018
0,La France Insoumise,7.0,0.0,0.0,VTANR5L15V193
1,La République en Marche,1.0,88.0,0.0,VTANR5L15V193
2,Les Républicains,0.0,0.0,17.0,VTANR5L15V193
3,Mouvement Démocrate,0.0,15.0,3.0,VTANR5L15V193
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V193
5,Parti communiste français,0.0,0.0,3.0,VTANR5L15V193
6,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V193
7,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V193
8,Parti socialiste,0.0,0.0,6.0,VTANR5L15V193
9,Rassemblement national,0.0,0.0,1.0,VTANR5L15V193
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,3.0,VTANR5L15V193
0,La France Insoumise,4.0,0.0,0.0,VTANR5L15V155
1,La République en Marche,0.0,66.0,0.0,VTANR5L15V155
2,Les Républicains,0.0,0.0,12.0,VTANR5L15V155
3,Mouvement Démocrate,0.0,7.0,0.0,VTANR5L15V155
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V155
5,Parti socialiste,0.0,2.0,1.0,VTANR5L15V155
6,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V155
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V155
0,Debout la France,0.0,0.0,1.0,VTANR5L15V1769
1,La France Insoumise,0.0,3.0,0.0,VTANR5L15V1769
2,La République en Marche,6.0,0.0,56.0,VTANR5L15V1769
3,Les Républicains,0.0,12.0,14.0,VTANR5L15V1769
4,Mouvement Démocrate,1.0,3.0,4.0,VTANR5L15V1769
5,Parti communiste français,0.0,2.0,0.0,VTANR5L15V1769
6,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V1769
7,Parti radical de gauche,1.0,1.0,0.0,VTANR5L15V1769
8,Parti socialiste,0.0,5.0,0.0,VTANR5L15V1769
9,Rassemblement national,0.0,0.0,2.0,VTANR5L15V1769
10,Régions et peuples solidaires,1.0,0.0,0.0,VTANR5L15V1769
11,"Union des démocrates, radicaux et libéraux",0.0,4.0,0.0,VTANR5L15V1769
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V1996
1,La République en Marche,0.0,0.0,32.0,VTANR5L15V1996
2,Les Républicains,0.0,4.0,0.0,VTANR5L15V1996
3,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V1996
4,Régions et peuples solidaires,2.0,0.0,0.0,VTANR5L15V1996
0,La France Insoumise,0.0,0.0,5.0,VTANR5L15V221
1,La République en Marche,0.0,50.0,1.0,VTANR5L15V221
2,Les Républicains,0.0,0.0,4.0,VTANR5L15V221
3,Mouvement Démocrate,0.0,0.0,6.0,VTANR5L15V221
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V221
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V221
6,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V221
7,Parti socialiste,0.0,0.0,2.0,VTANR5L15V221
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V221
9,Régions et peuples solidaires,0.0,1.0,2.0,VTANR5L15V221
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V221
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V2429
1,La République en Marche,0.0,0.0,38.0,VTANR5L15V2429
2,Les Républicains,0.0,0.0,2.0,VTANR5L15V2429
3,Mouvement Démocrate,0.0,0.0,7.0,VTANR5L15V2429
4,Non déclaré(s),0.0,0.0,1.0,VTANR5L15V2429
5,"Union des démocrates, radicaux et libéraux",0.0,0.0,9.0,VTANR5L15V2429
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V1617
1,Debout la France,0.0,1.0,0.0,VTANR5L15V1617
2,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1617
3,La République en Marche,0.0,37.0,0.0,VTANR5L15V1617
4,Les Républicains,0.0,9.0,0.0,VTANR5L15V1617
5,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V1617
6,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1617
7,Parti socialiste,0.0,3.0,0.0,VTANR5L15V1617
8,Rassemblement national,0.0,3.0,0.0,VTANR5L15V1617
9,Tapura Huiraatira,0.0,1.0,0.0,VTANR5L15V1617
0,La France Insoumise,0.0,0.0,6.0,VTANR5L15V285
1,La République en Marche,0.0,0.0,45.0,VTANR5L15V285
2,Les Républicains,3.0,0.0,4.0,VTANR5L15V285
3,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V285
4,Parti communiste français,0.0,0.0,4.0,VTANR5L15V285
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V285
6,Rassemblement national,0.0,0.0,1.0,VTANR5L15V285
7,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V285
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V285
0,La France Insoumise,0.0,0.0,6.0,VTANR5L15V243
1,La République en Marche,2.0,45.0,0.0,VTANR5L15V243
2,Les Républicains,4.0,0.0,2.0,VTANR5L15V243
3,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V243
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V243
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V243
0,La République en Marche,0.0,41.0,0.0,VTANR5L15V2426
1,Les Républicains,3.0,0.0,9.0,VTANR5L15V2426
2,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V2426
3,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2426
0,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2868
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2868
2,La République en Marche,2.0,30.0,1.0,VTANR5L15V2868
3,Les Républicains,0.0,0.0,5.0,VTANR5L15V2868
4,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V2868
5,Parti communiste français,0.0,0.0,1.0,VTANR5L15V2868
6,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V2868
7,Parti socialiste,0.0,0.0,1.0,VTANR5L15V2868
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2868
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V482
1,La République en Marche,1.0,60.0,2.0,VTANR5L15V482
2,Les Républicains,0.0,12.0,0.0,VTANR5L15V482
3,Mouvement Démocrate,0.0,4.0,4.0,VTANR5L15V482
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V482
5,Parti socialiste,0.0,0.0,8.0,VTANR5L15V482
6,Rassemblement national,0.0,2.0,0.0,VTANR5L15V482
7,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V482
0,Debout la France,0.0,0.0,1.0,VTANR5L15V62
1,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V62
2,La France Insoumise,0.0,0.0,10.0,VTANR5L15V62
3,La République en Marche,2.0,144.0,4.0,VTANR5L15V62
4,Les Républicains,0.0,0.0,30.0,VTANR5L15V62
5,Mouvement Démocrate,0.0,22.0,3.0,VTANR5L15V62
6,Non rattaché,0.0,1.0,0.0,VTANR5L15V62
7,Non rattachée,0.0,1.0,0.0,VTANR5L15V62
8,Parti communiste français,0.0,0.0,8.0,VTANR5L15V62
9,Parti socialiste,0.0,1.0,7.0,VTANR5L15V62
10,Rassemblement national,0.0,0.0,2.0,VTANR5L15V62
11,Régions et peuples solidaires,1.0,3.0,1.0,VTANR5L15V62
12,"Union des démocrates, radicaux et libéraux",0.0,0.0,5.0,VTANR5L15V62
0,La France Insoumise,0.0,0.0,5.0,VTANR5L15V2505
1,La République en Marche,0.0,81.0,0.0,VTANR5L15V2505
2,Les Républicains,11.0,3.0,2.0,VTANR5L15V2505
3,Mouvement Démocrate,0.0,12.0,0.0,VTANR5L15V2505
4,Parti communiste français,0.0,0.0,5.0,VTANR5L15V2505
5,Parti socialiste,0.0,0.0,5.0,VTANR5L15V2505
6,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2505
7,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V2505
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V2027
1,La République en Marche,5.0,43.0,3.0,VTANR5L15V2027
2,Les Républicains,0.0,0.0,4.0,VTANR5L15V2027
3,Mouvement Démocrate,0.0,3.0,1.0,VTANR5L15V2027
4,Parti communiste français,0.0,2.0,0.0,VTANR5L15V2027
5,Parti socialiste,0.0,5.0,0.0,VTANR5L15V2027
6,Rassemblement national,0.0,0.0,3.0,VTANR5L15V2027
7,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V2027
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,4.0,VTANR5L15V2027
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V3039
1,La République en Marche,0.0,38.0,0.0,VTANR5L15V3039
2,Les Républicains,6.0,0.0,0.0,VTANR5L15V3039
3,Mouvement Démocrate,0.0,14.0,0.0,VTANR5L15V3039
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V3039
5,Parti progressiste martiniquais,0.0,0.0,2.0,VTANR5L15V3039
6,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V3039
7,Parti socialiste,0.0,0.0,4.0,VTANR5L15V3039
8,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V3039
9,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,0.0,1.0,VTANR5L15V3039
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V2609
1,La République en Marche,0.0,52.0,0.0,VTANR5L15V2609
2,Les Républicains,9.0,3.0,0.0,VTANR5L15V2609
3,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V2609
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V2609
5,Parti radical de gauche,2.0,0.0,0.0,VTANR5L15V2609
6,Parti socialiste,0.0,0.0,1.0,VTANR5L15V2609
7,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V2609
0,Calédonie Ensemble,1.0,0.0,0.0,VTANR5L15V1033
1,Cap sur l'avenir,1.0,0.0,0.0,VTANR5L15V1033
2,La France Insoumise,0.0,0.0,4.0,VTANR5L15V1033
3,La République en Marche,1.0,39.0,1.0,VTANR5L15V1033
4,Les Républicains,0.0,5.0,0.0,VTANR5L15V1033
5,Mouvement Démocrate,0.0,2.0,2.0,VTANR5L15V1033
6,Parti communiste français,0.0,0.0,3.0,VTANR5L15V1033
7,Parti progressiste martiniquais,0.0,0.0,2.0,VTANR5L15V1033
8,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V1033
9,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1033
10,Régions et peuples solidaires,0.0,0.0,3.0,VTANR5L15V1033
11,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,0.0,1.0,VTANR5L15V1033
12,"Union des démocrates, radicaux et libéraux",1.0,2.0,0.0,VTANR5L15V1033
0,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V117
1,Debout la France,1.0,0.0,0.0,VTANR5L15V117
2,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V117
3,La France Insoumise,17.0,0.0,0.0,VTANR5L15V117
4,La République en Marche,0.0,2.0,226.0,VTANR5L15V117
5,Les Républicains,8.0,22.0,0.0,VTANR5L15V117
6,Mouvement Démocrate,0.0,0.0,26.0,VTANR5L15V117
7,Non rattaché,0.0,0.0,1.0,VTANR5L15V117
8,Non rattachée,0.0,0.0,1.0,VTANR5L15V117
9,Parti communiste français,2.0,0.0,0.0,VTANR5L15V117
10,Parti socialiste,0.0,0.0,2.0,VTANR5L15V117
11,Rassemblement national,4.0,0.0,0.0,VTANR5L15V117
12,Régions et peuples solidaires,0.0,0.0,3.0,VTANR5L15V117
13,Tapura Huiraatira,1.0,0.0,0.0,VTANR5L15V117
14,"Union des démocrates, radicaux et libéraux",3.0,0.0,5.0,VTANR5L15V117
0,La République en Marche,2.0,49.0,0.0,VTANR5L15V637
1,Les Républicains,0.0,0.0,14.0,VTANR5L15V637
2,Mouvement Démocrate,0.0,3.0,3.0,VTANR5L15V637
3,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V637
4,Parti socialiste,0.0,0.0,3.0,VTANR5L15V637
5,Rassemblement national,0.0,0.0,1.0,VTANR5L15V637
6,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V637
0,Debout la France,1.0,0.0,0.0,VTANR5L15V2516
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2516
2,La République en Marche,0.0,51.0,0.0,VTANR5L15V2516
3,Les Républicains,3.0,0.0,4.0,VTANR5L15V2516
4,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V2516
5,Parti communiste français,0.0,0.0,4.0,VTANR5L15V2516
6,Parti socialiste,0.0,0.0,5.0,VTANR5L15V2516
7,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V2516
0,La République en Marche,0.0,37.0,0.0,VTANR5L15V1927
1,Les Républicains,0.0,0.0,6.0,VTANR5L15V1927
2,Mouvement Démocrate,0.0,3.0,1.0,VTANR5L15V1927
3,Parti communiste français,0.0,0.0,3.0,VTANR5L15V1927
4,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V1927
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1927
6,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V1927
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1927
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V2053
1,Debout la France,0.0,0.0,2.0,VTANR5L15V2053
2,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2053
3,La France Insoumise,0.0,0.0,7.0,VTANR5L15V2053
4,La République en Marche,3.0,85.0,0.0,VTANR5L15V2053
5,Les Républicains,0.0,0.0,16.0,VTANR5L15V2053
6,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V2053
7,Parti communiste français,0.0,0.0,7.0,VTANR5L15V2053
8,Parti radical de gauche,0.0,0.0,3.0,VTANR5L15V2053
9,Parti socialiste,0.0,0.0,8.0,VTANR5L15V2053
10,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2053
11,Régions et peuples solidaires,0.0,0.0,5.0,VTANR5L15V2053
12,"Union des démocrates, radicaux et libéraux",0.0,0.0,5.0,VTANR5L15V2053
0,La République en Marche,0.0,68.0,0.0,VTANR5L15V1343
1,Les Républicains,0.0,0.0,7.0,VTANR5L15V1343
2,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V1343
3,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1343
4,Rassemblement national,0.0,0.0,2.0,VTANR5L15V1343
5,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V1343
0,La République en Marche,0.0,37.0,2.0,VTANR5L15V3178
1,Les Républicains,0.0,1.0,8.0,VTANR5L15V3178
2,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V3178
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V3178
4,Rassemblement national,0.0,0.0,1.0,VTANR5L15V3178
5,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V3178
0,La République en Marche,0.0,0.0,19.0,VTANR5L15V1816
1,Mouvement Démocrate,0.0,0.0,1.0,VTANR5L15V1816
2,Parti communiste français,0.0,0.0,1.0,VTANR5L15V1816
3,Parti socialiste,0.0,0.0,3.0,VTANR5L15V1816
4,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V1816
0,La République en Marche,6.0,68.0,4.0,VTANR5L15V3176
1,Les Républicains,0.0,0.0,17.0,VTANR5L15V3176
2,Mouvement Démocrate,1.0,12.0,2.0,VTANR5L15V3176
3,Parti communiste français,0.0,0.0,3.0,VTANR5L15V3176
4,Parti socialiste,0.0,0.0,3.0,VTANR5L15V3176
5,Rassemblement national,0.0,0.0,1.0,VTANR5L15V3176
6,Régions et peuples solidaires,0.0,0.0,3.0,VTANR5L15V3176
7,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V3176
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V3176
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V2106
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2106
2,La République en Marche,0.0,44.0,4.0,VTANR5L15V2106
3,Les Républicains,0.0,0.0,11.0,VTANR5L15V2106
4,Mouvement Démocrate,0.0,2.0,4.0,VTANR5L15V2106
5,Non rattachée,0.0,0.0,1.0,VTANR5L15V2106
6,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2106
7,Parti socialiste,0.0,0.0,4.0,VTANR5L15V2106
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2106
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2106
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V1539
1,La République en Marche,0.0,0.0,23.0,VTANR5L15V1539
2,Les Républicains,0.0,3.0,0.0,VTANR5L15V1539
3,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V1539
4,Non rattachée,0.0,0.0,1.0,VTANR5L15V1539
5,Parti socialiste,0.0,2.0,0.0,VTANR5L15V1539
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V609
1,La France Insoumise,0.0,0.0,5.0,VTANR5L15V609
2,La République en Marche,0.0,49.0,0.0,VTANR5L15V609
3,Les Républicains,0.0,0.0,11.0,VTANR5L15V609
4,Mouvement Démocrate,4.0,2.0,2.0,VTANR5L15V609
5,Non rattaché,0.0,1.0,0.0,VTANR5L15V609
6,Parti progressiste martiniquais,1.0,0.0,0.0,VTANR5L15V609
7,Parti socialiste,2.0,0.0,0.0,VTANR5L15V609
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,3.0,VTANR5L15V609
0,La France Insoumise,3.0,0.0,0.0,VTANR5L15V435
1,La République en Marche,0.0,0.0,34.0,VTANR5L15V435
2,Les Républicains,0.0,2.0,2.0,VTANR5L15V435
3,Mouvement Démocrate,0.0,0.0,3.0,VTANR5L15V435
4,Non rattachée,0.0,0.0,1.0,VTANR5L15V435
5,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V435
6,Parti socialiste,0.0,2.0,0.0,VTANR5L15V435
7,Régions et peuples solidaires,0.0,1.0,2.0,VTANR5L15V435
0,La République en Marche,0.0,2.0,35.0,VTANR5L15V2805
1,Les Républicains,0.0,0.0,6.0,VTANR5L15V2805
2,Mouvement Démocrate,0.0,0.0,8.0,VTANR5L15V2805
3,Non rattaché,0.0,1.0,0.0,VTANR5L15V2805
4,Parti communiste français,0.0,2.0,0.0,VTANR5L15V2805
5,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2805
6,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V2805
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2805
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V500
1,La France Insoumise,0.0,0.0,6.0,VTANR5L15V500
2,La République en Marche,2.0,75.0,2.0,VTANR5L15V500
3,Les Républicains,0.0,16.0,0.0,VTANR5L15V500
4,Mouvement Démocrate,0.0,9.0,0.0,VTANR5L15V500
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V500
6,Parti communiste français,0.0,0.0,2.0,VTANR5L15V500
7,Parti progressiste martiniquais,2.0,0.0,0.0,VTANR5L15V500
8,Parti radical de gauche,0.0,2.0,0.0,VTANR5L15V500
9,Parti socialiste,9.0,0.0,0.0,VTANR5L15V500
10,Rassemblement national,0.0,4.0,0.0,VTANR5L15V500
0,La France Insoumise,0.0,0.0,6.0,VTANR5L15V520
1,La République en Marche,0.0,79.0,0.0,VTANR5L15V520
2,Les Républicains,0.0,19.0,0.0,VTANR5L15V520
3,Mouvement Démocrate,0.0,11.0,0.0,VTANR5L15V520
4,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V520
5,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V520
6,Parti socialiste,0.0,0.0,4.0,VTANR5L15V520
7,Rassemblement national,0.0,2.0,0.0,VTANR5L15V520
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2258
1,La République en Marche,0.0,46.0,0.0,VTANR5L15V2258
2,Les Républicains,1.0,0.0,3.0,VTANR5L15V2258
3,Mouvement Démocrate,1.0,3.0,0.0,VTANR5L15V2258
4,Non rattaché,0.0,0.0,1.0,VTANR5L15V2258
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2258
6,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V2258
7,"Union des démocrates, radicaux et libéraux",1.0,0.0,0.0,VTANR5L15V2258
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V2993
1,La République en Marche,0.0,55.0,0.0,VTANR5L15V2993
2,Les Républicains,0.0,12.0,0.0,VTANR5L15V2993
3,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V2993
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2993
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V2993
6,Parti socialiste,0.0,0.0,6.0,VTANR5L15V2993
7,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2993
8,Tapura Huiraatira,0.0,1.0,0.0,VTANR5L15V2993
9,"Union des démocrates, radicaux et libéraux",0.0,3.0,0.0,VTANR5L15V2993
0,La République en Marche,0.0,34.0,0.0,VTANR5L15V2299
1,Les Républicains,0.0,0.0,8.0,VTANR5L15V2299
2,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V2299
0,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V1169
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V1169
2,La République en Marche,0.0,84.0,0.0,VTANR5L15V1169
3,Les Républicains,1.0,0.0,38.0,VTANR5L15V1169
4,Mouvement Démocrate,0.0,14.0,0.0,VTANR5L15V1169
5,Non rattaché,0.0,1.0,0.0,VTANR5L15V1169
6,Parti communiste français,1.0,0.0,7.0,VTANR5L15V1169
7,Parti socialiste,7.0,0.0,0.0,VTANR5L15V1169
8,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V1169
0,La République en Marche,0.0,46.0,0.0,VTANR5L15V1512
1,Les Républicains,0.0,0.0,2.0,VTANR5L15V1512
2,Mouvement Démocrate,0.0,14.0,1.0,VTANR5L15V1512
3,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V1512
4,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V1512
5,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V1512
6,"Union des démocrates, radicaux et libéraux",0.0,0.0,4.0,VTANR5L15V1512
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V580
1,La France Insoumise,0.0,0.0,6.0,VTANR5L15V580
2,La République en Marche,0.0,64.0,0.0,VTANR5L15V580
3,Les Républicains,0.0,0.0,12.0,VTANR5L15V580
4,Mouvement Démocrate,2.0,4.0,0.0,VTANR5L15V580
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V580
6,Rassemblement national,0.0,0.0,1.0,VTANR5L15V580
7,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V580
8,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V580
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V580
0,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2004
1,La France Insoumise,2.0,0.0,0.0,VTANR5L15V2004
2,La République en Marche,0.0,0.0,35.0,VTANR5L15V2004
3,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V2004
4,Parti communiste français,2.0,0.0,0.0,VTANR5L15V2004
5,Parti socialiste,0.0,0.0,1.0,VTANR5L15V2004
6,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V2004
0,La France Insoumise,0.0,5.0,0.0,VTANR5L15V3226
1,La République en Marche,3.0,0.0,63.0,VTANR5L15V3226
2,Les Républicains,0.0,0.0,12.0,VTANR5L15V3226
3,Mouvement Démocrate,0.0,0.0,7.0,VTANR5L15V3226
4,Parti communiste français,0.0,0.0,4.0,VTANR5L15V3226
5,Parti progressiste martiniquais,1.0,0.0,0.0,VTANR5L15V3226
6,Parti socialiste,3.0,0.0,0.0,VTANR5L15V3226
7,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V3226
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,3.0,VTANR5L15V3226
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V622
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V622
2,La République en Marche,0.0,0.0,22.0,VTANR5L15V622
3,Les Républicains,0.0,0.0,6.0,VTANR5L15V622
4,Mouvement Démocrate,0.0,0.0,25.0,VTANR5L15V622
5,Parti communiste français,0.0,0.0,4.0,VTANR5L15V622
6,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V622
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,4.0,VTANR5L15V622
0,La République en Marche,0.0,29.0,0.0,VTANR5L15V881
1,Les Républicains,0.0,0.0,2.0,VTANR5L15V881
2,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V881
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V2260
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2260
2,La République en Marche,0.0,13.0,25.0,VTANR5L15V2260
3,Les Républicains,0.0,0.0,9.0,VTANR5L15V2260
4,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V2260
5,Non rattaché,0.0,0.0,1.0,VTANR5L15V2260
6,Parti socialiste,0.0,0.0,1.0,VTANR5L15V2260
7,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V2260
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2260
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V2748
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2748
2,Debout la France,2.0,0.0,1.0,VTANR5L15V2748
3,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2748
4,La France Insoumise,0.0,0.0,17.0,VTANR5L15V2748
5,La République en Marche,0.0,0.0,283.0,VTANR5L15V2748
